交易日期,種類代碼,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
111.12.04,N06,FH123,黃金鳥-黃金鳥,400,台中市場,41,41,41,41,20
111.12.04,N05,11,椰子,420,豐原區,15,12.5,10,12.5,120
111.12.04,N05,31,釋迦,420,豐原區,51,39.4,30,39.9,1994.9
111.12.04,N05,A3,香蕉-旦蕉,420,豐原區,35,30.3,25,30.2,248.6
111.12.04,N05,C1,椪柑,420,豐原區,32.9,29.5,18.2,27.9,10672.4
111.12.04,N05,C6,佛利檬-佛利檬,420,豐原區,45,29.2,24,31.3,958.3
111.12.04,,C8,,420,豐原區,78,48.8,40,52.9,567.3
111.12.04,N05,F1,雜柑-檸檬,420,豐原區,48,45.3,41,45,46.7
111.12.04,N05,F5,雜柑-無子檸檬,420,豐原區,80,75,70,75,40
111.12.04,N04,FB1,花椰菜-青梗,420,豐原區,29.6,18.6,17,20.5,1040
111.12.04,N04,FD1,花胡瓜,420,豐原區,49.6,30.8,20,32.4,706
111.12.04,N04,FF1,絲瓜-絲瓜,420,豐原區,29.9,20.4,16.3,21.5,1860
111.12.04,N06,FA881,康乃馨-多朵紅帶白,514,彰化市場,27,27,27,27,60
111.12.04,N06,FB106,火鶴花-丘比特,514,彰化市場,21,15,6,15,460
111.12.04,,FB113,,514,溪湖鎮,16,11,6,11,2166
111.12.04,N06,FB407,火鶴花-夢幻,514,彰化市場,12,9,8,9,230
111.12.04,N06,FB420,火鶴花-小紅莓,514,彰化市場,11,11,11,11,55
111.12.04,N06,FC000,大菊-大菊,514,彰化市場,112,77,62,81,216
111.12.04,N04,FC1,胡瓜-黑刺,514,溪湖鎮,50,50,50,50,420
111.12.04,   ,FC206,大菊-金嗓,514,溪湖鎮,120,89,78,93,295
111.12.04,,FC208,,514,溪湖鎮,112,110,100,108,72
111.12.04,N06,FC300,大菊-黃,514,彰化市場,109,88,73,89,45
111.12.04,N06,FC302,大菊-世界一,514,彰化市場,122,113,91,111,462
111.12.04,N06,FD001,小菊-混合色,514,彰化市場,64,54,29,51,381
111.12.04,N06,FD100,小菊-紅,514,彰化市場,87,85,40,76,130
111.12.04,N06,FD113,小菊-日本小紅,514,彰化市場,105,80,63,81,136
111.12.04,N06,FD326,小菊-蒙那麗莎陽光黃,514,彰化市場,74,61,44,60,74
111.12.04,N06,FD400,小菊-粉,514,彰化市場,83,49,33,53,329
111.12.04,N06,FD423,小菊-粉日記,514,彰化市場,67,52,33,51,249
111.12.04,   ,FD456,,514,溪湖鎮,48,18,15,24,232
111.12.04,N06,FD600,小菊-白,514,彰化市場,115,110,69,103,529
111.12.04,N06,FD635,小菊-林克小白,514,彰化市場,123,122,122,122,230
111.12.04,   ,FD801,染小菊-芬蘭,514,溪湖鎮,78,39,16,42,490
111.12.04,N06,FE001,非洲菊-混合色,514,彰化市場,45,35,31,36,1230
111.12.04,   ,FE416,非洲-熱情粉,514,溪湖鎮,56,46,24,43,602
111.12.04,N06,FE700,非洲菊-紫,514,彰化市場,30,30,29,30,90
111.12.04,N04,FG1,苦瓜-白大米,514,溪湖鎮,68.8,52.4,47.9,54.8,337
111.12.04,N06,FG105,劍蘭-２３５號,514,彰化市場,73,59,51,60,298
111.12.04,N06,FG200,劍蘭-橙,514,彰化市場,52,52,52,52,40
111.12.04,N06,FG412,劍蘭-粉巨人,514,彰化市場,72,63,34,59,374
111.12.04,N06,FH000,其它花卉-其它花卉,514,彰化市場,87,87,87,87,20
111.12.04,N06,FH101,天堂鳥-天堂鳥,514,彰化市場,41,41,41,41,140
111.12.04,N06,FH293,向日葵-單瓣,514,彰化市場,82,65,36,63,436
111.12.04,N06,FH633,海芋-黃,514,彰化市場,16,16,16,16,22
111.12.04,N06,FH661,伯利恆之星-伯利恆之星,514,彰化市場,47,34,27,35,139
111.12.04,N04,FD1,花胡瓜,540,南投市,50,40,30,39.84,127
111.12.04,N05,31,釋迦,600,嘉義市,83,55,34,55,1500
111.12.04,N05,812,火龍果-紅肉,600,嘉義市,60,38,20,38,1300
111.12.04,N05,859,榴槤-進口,600,嘉義市,200,160,125,160,200
111.12.04,N05,91,其他,600,嘉義市,66,33,10,33,2600
111.12.04,N05,A1,香蕉,600,嘉義市,25,14,8,14,1600
111.12.04,N05,C1,椪柑,600,嘉義市,52,32,16,32,4000
111.12.04,N05,F1,雜柑-檸檬,600,嘉義市,66,42,20,42,200
111.12.04,N06,FA985,美女撫子-綠石竹,700,台南市場,114,77,51,79,27
111.12.04,   ,FA990,繡球撫子-紫白,700,台南市場,92,92,92,92,15
111.12.04,N06,FB100,火鶴花-紅色,700,台南市場,14,12,9,12,221
111.12.04,N06,FB111,火鶴花-月光,700,台南市場,12,10,7,10,570
111.12.04,,FB113,,700,台南市場,15,10,6,10,2261
111.12.04,N06,FB415,火鶴花-羅莎,700,台南市場,15,11,6,11,340
111.12.04,N06,FB420,火鶴花-小紅莓,700,台南市場,6,6,6,6,40
111.12.04,N06,FB700,火鶴花-花紫,700,台南市場,13,10,8,10,160
111.12.04,N06,FC000,大菊-大菊,700,台南市場,95,69,31,66,192
111.12.04,   ,FC206,大菊-金嗓,700,台南市場,105,103,86,100,120
111.12.04,,FC207,,700,台南市場,105,105,105,105,44
111.12.04,,FC208,,700,台南市場,99,97,95,97,108
111.12.04,N06,FC300,大菊-黃,700,台南市場,84,84,84,84,40
111.12.04,N06,FC302,大菊-世界一,700,台南市場,125,119,96,116,161
111.12.04,N06,FC350,大菊-黃乒乓,700,台南市場,109,109,109,109,36
111.12.04,N06,FC400,大菊-粉,700,台南市場,99,99,99,99,45
111.12.04,N06,FC800,大菊-  染色大菊,700,台南市場,131,124,111,123,671
111.12.04,N06,FC803,染大菊-牡丹,700,台南市場,381,374,284,358,42
111.12.04,N06,FD000,小菊-小菊,700,台南市場,101,101,101,101,30
111.12.04,N06,FD001,小菊-混合色,700,台南市場,70,60,36,57,278
111.12.04,N06,FD100,小菊-紅,700,台南市場,88,83,82,84,153
111.12.04,N06,FD113,小菊-日本小紅,700,台南市場,108,96,64,92,411
111.12.04,N06,FD128,小菊-老虎紅,700,台南市場,91,91,91,91,60
111.12.04,N06,FD309,小菊-日本黃,700,台南市場,90,74,62,75,206
111.12.04,N06,FD326,小菊-蒙那麗莎陽光黃,700,台南市場,79,78,77,78,50
111.12.04,,FD457,,700,台南市場,94,83,62,81,163
111.12.04,N06,FD802,染小菊-白鑽石,700,台南市場,82,76,60,74,420
111.12.04,   ,FE302,非洲-金爵,700,台南市場,29,29,29,29,20
111.12.04,N06,FE700,非洲菊-紫,700,台南市場,32,31,21,29,120
111.12.04,N06,FG105,劍蘭-２３５號,700,台南市場,99,76,61,78,863
111.12.04,N06,FG200,劍蘭-橙,700,台南市場,40,40,40,40,40
111.12.04,N06,FG412,劍蘭-粉巨人,700,台南市場,63,52,46,53,342
111.12.04,N06,FH114,小天堂鳥-粉紅,700,台南市場,41,33,30,34,52
111.12.04,N05,31,釋迦,800,高雄市,81.7,68.1,60,69.2,384
111.12.04,N05,45,草莓,800,高雄市,292.1,208.1,66.7,196.6,178
111.12.04,N05,459,草莓-進口,800,高雄市,800,800,800,800,10
111.12.04,N05,469,藍莓-進口藍莓,800,高雄市,650,488.1,227.5,468.3,24
111.12.04,N05,72,小番茄-聖女,800,高雄市,49.8,35,30,37,92
111.12.04,N05,849,石榴-進口,800,高雄市,220,150,150,164,50
111.12.04,N05,A1,香蕉,800,高雄市,34,22.1,15,23,4100
111.12.04,N05,B2,鳳梨-金鑽鳳梨,800,高雄市,25,25,25,25,400
111.12.04,N05,C6,佛利檬-佛利檬,800,高雄市,31,25,20.8,25.4,360
111.12.04,,C8,,800,高雄市,50,50,50,50,90
111.12.04,N05,E1,甜橙-柳橙,800,高雄市,30,22.4,15,22.5,795
111.12.04,N05,F2,雜柑-金棗,800,高雄市,40,40,40,40,168
111.12.04,N04,FA1,黃秋葵,800,高雄市,80,50,21,50.2,1064
111.12.04,N06,FA800,康乃馨-多朵(混色),800,高雄市場,46,34,30,35,234
111.12.04,N06,FA985,美女撫子-綠石竹,800,高雄市場,108,100,90,99,32
111.12.04,   ,FA990,繡球撫子-紫白,800,高雄市,110,110,110,110,11
111.12.04,N06,FB100,火鶴花-紅色,800,高雄市場,21,19,18,18,115
111.12.04,N06,FB111,火鶴花-月光,800,高雄市場,15,11,6,10,320
111.12.04,,FB113,,800,高雄市,18,14,11,14,1189
111.12.04,N06,FB415,火鶴花-羅莎,800,高雄市場,10,9,7,8,163
111.12.04,N06,FB700,火鶴花-花紫,800,高雄市場,13,13,12,12,96
111.12.04,N06,FC000,大菊-大菊,800,高雄市場,95,70,61,73,92
111.12.04,N06,FC100,大菊-紅,800,高雄市場,107,107,107,107,18
111.12.04,   ,FC206,大菊-金嗓,800,高雄市,104,87,78,89,210
111.12.04,,FC208,,800,高雄市,95,91,81,89,128
111.12.04,N06,FC300,大菊-黃,800,高雄市場,99,93,86,92,139
111.12.04,N06,FC302,大菊-世界一,800,高雄市場,132,126,110,123,300
111.12.04,N06,FC350,大菊-黃乒乓,800,高雄市場,103,103,103,103,36
111.12.04,N06,FC400,大菊-粉,800,高雄市場,66,66,66,66,25
111.12.04,N06,FC600,大菊-白,800,高雄市場,87,87,87,87,40
111.12.04,N06,FC609,大菊-白東洋,800,高雄市場,73,67,38,62,995
111.12.04,N06,FC613,大菊-白天星,800,高雄市場,55,55,55,55,60
111.12.04,N06,FD001,小菊-混合色,800,高雄市場,71,71,71,71,50
111.12.04,N06,FD112,小菊-紅雲南菊,800,高雄市場,102,102,102,102,32
111.12.04,N06,FD128,小菊-老虎紅,800,高雄市場,120,120,120,120,60
111.12.04,N06,FD200,小菊-金,800,高雄市場,124,110,87,108,314
111.12.04,N06,FD309,小菊-日本黃,800,高雄市場,84,70,57,70,272
111.12.04,N06,FD431,小菊-桃紅雲南菊,800,高雄市場,91,91,91,91,15
111.12.04,,FD457,,800,高雄市,101,90,85,90,331
111.12.04,,FD657,,800,高雄市,120,116,112,116,50
111.12.04,N06,FE201,非洲菊-太陽神,800,高雄市場,36,33,32,33,90
111.12.04,   ,FE302,非洲-金爵,800,高雄市,42,42,42,42,60
111.12.04,   ,FE605,非洲-冰山,800,高雄市,60,54,48,54,90
111.12.04,N04,FF2,絲瓜-角瓜,800,高雄市,50,50,50,50,100
111.12.04,N06,FG200,劍蘭-橙,800,高雄市場,41,41,41,41,20
111.12.04,N06,FG412,劍蘭-粉巨人,800,高雄市場,72,64,52,63,180
111.12.04,N06,FH006,黃梔花-黃梔花,800,高雄市場,57,47,30,45,581
111.12.04,N06,FH311,大理花-紅色,800,高雄市場,66,66,66,66,15
111.12.04,N06,FH332,雞冠花-暗紅,800,高雄市場,45,38,31,38,75
111.12.04,N05,E1,甜橙-柳橙,830,鳳山區,26.3,13.7,9,13.7,22840
111.12.04,N04,FB2,花椰菜-白梗,830,鳳山區,43.2,37.3,29.7,37,1350
111.12.04,N04,FC1,胡瓜-黑刺,830,鳳山區,29.1,15.8,10,17.3,1750
111.12.04,N04,FH1,扁蒲-長形,830,鳳山區,20,15.3,11.1,15.4,830
111.12.04,N04,FA1,黃秋葵,900,屏東市,18.4,17,14.6,16.8,1000
111.12.04,N04,FF1,絲瓜-絲瓜,900,屏東市,39.7,25.3,17.9,25.3,1905
111.12.04,N04,FG2,苦瓜-青大米,900,屏東市,50,44.9,40,44.9,47
111.12.04,N04,FG4,苦瓜-翠綠,900,屏東市,43.5,41.3,33,40.1,202
111.12.04,N04,FB1,花椰菜-青梗,930,台東市,45,36,28,36,769

